"Android Package","Android Class","Android Type","Android Method","OHOS Package","OHOS Class","OHOS Type","OHOS Method"
"","","","","ohos.data.rdb","RdbStore.ConflictResolution","enum","valueOf"
"","","","","ohos.data.rdb","RdbStore.ConflictResolution","enum","values"
"","","","","ohos.media.player","Player.DeviceInfo","class","getDeviceId"
"","","","","ohos.event.commonevent","CommonEventData","class","getData"
"","","","","ohos.event.commonevent","CommonEventData","class","getIntent"
"","","","","ohos.data.rdb","RdbStore.ConflictResolution","enum","getValue"
"","","","","ohos.event.commonevent","CommonEventData","class","getCode"
"","","","","ohos.media.common.sessioncore","AVPlaybackState","class","unmarshalling"
"","","","","ohos.media.common.sessioncore","AVPlaybackState","class","toString"
"","","","","ohos.data.search.schema","DocumentItem","class","setSize"
"","","","","ohos.data.search.schema","DocumentItem","class","setPath"
"","","","","ohos.data.search.schema","DocumentItem","class","setDocumentCategory"
"","","","","ohos.agp.components","PageSliderIndicator","class","getItemNormalElement"
"","","","","ohos.agp.components","PageSliderIndicator","class","getItemOffset"
"","","","","ohos.agp.components","PageSliderIndicator","class","getItemSelectedElement"
"","","","","ohos.agp.components","PageSliderIndicator","class","getOnSelectionChangedListenerCount"
"","","","","ohos.agp.components","PageSliderIndicator","class","getPageChangedListenerCount"
"","","","","ohos.agp.components","PageSliderIndicator","class","getSelected"
"","","","","ohos.agp.components","PageSliderIndicator","class","removeOnSelectionChangedListener"
"","","","","ohos.agp.render.render3d.components","TransformComponent","class","setPosition"
"","","","","ohos.agp.render.render3d.components","TransformComponent","class","setRotation"
"","","","","ohos.agp.render.render3d.components","TransformComponent","class","setScale"
"","","","","ohos.data.rdb","RdbCorruptException","class",""
"","","","","ohos.agp.components","PageSliderIndicator","class","addOnSelectionChangedListener"
"","","","","ohos.agp.components","PageSliderIndicator","class","getCount"
"","","","","ohos.agp.components","PageSliderIndicator","class","getItemElements"
"","","","","ohos.global.icu.text","MessagePattern.ApostropheMode","enum","valueOf"
"","","","","ohos.agp.components","Picker.ElementFormatter","interface","rightElement"
"","","","","ohos.agp.components","SlideDrawer.SlideDisable","interface","shouldDisableSlide"
"","","","","ohos.global.icu.text","MessagePattern.ApostropheMode","enum","values"
"","","","","ohos.agp.render.render3d.components","TransformComponent","class","getPosition"
"","","","","ohos.data","IllegalPredicateException","class",""
"","","","","ohos.agp.render.render3d.components","TransformComponent","class","getRotation"
"","","","","ohos.event.commonevent","CommonEventData","class","setCode"
"","","","","ohos.event.commonevent","CommonEventData","class","marshalling"
"","","","","ohos.event.commonevent","CommonEventData","class","toString"
"","","","","ohos.event.commonevent","CommonEventData","class","setData"
"","","","","ohos.event.commonevent","CommonEventData","class","unmarshalling"
"","","","","ohos.agp.components","Picker.ElementFormatter","interface","leftElement"
"","","","","ohos.org.w3c.dom.ls","LSInput","interface","getStringData"
"","","","","ohos.org.w3c.dom.ls","LSInput","interface","getSystemId"
"","","","","ohos.org.w3c.dom.ls","LSInput","interface","getEncoding"
"","","","","ohos.org.w3c.dom.ls","LSInput","interface","getPublicId"
"","","","","ohos.org.w3c.dom.ls","LSInput","interface","getCertifiedText"
"","","","","ohos.org.w3c.dom.ls","LSInput","interface","getCharacterStream"
"","","","","ohos.org.w3c.dom.ls","LSInput","interface","getBaseURI"
"","","","","ohos.org.w3c.dom.ls","LSInput","interface","getByteStream"
"","","","","ohos.aafwk.ability","DataAbilityResult","class","toString"
"","","","","ohos.aafwk.ability","DataAbilityResult","class","unmarshalling"
"","","","","ohos.aafwk.ability","DataAbilityResult","class","getUri"
"","","","","ohos.aafwk.ability","DataAbilityResult","class","createFromParcel"
"","","","","ohos.aafwk.ability","DataAbilityResult","class","getCount"
"","","","","ohos.global.icu.lang","UCharacter.IndicPositionalCategory","interface",""
"","","","","ohos.eventhandler","EventRunner","class","create"
"","","","","ohos.eventhandler","EventRunner","class","create"
"","","","","ohos.global.icu.lang","UCharacter","class","toUpperCase"
"","","","","ohos.global.icu.lang","UCharacter","class","toUpperCase"
"","","","","ohos.global.icu.lang","UCharacter","class","toUpperCase"
"","","","","ohos.data.search.schema","DocumentItem","class","getPath"
"","","","","ohos.data.search.schema","DocumentItem","class","getSize"
"","","","","ohos.data.search.schema","DocumentItem","class","setAuthor"
"","","","","ohos.data.search.schema","DocumentItem","class","setContent"
"","","","","ohos.data.search.schema","DocumentItem","class","getDocumentSchema"
"","","","","ohos.data.search.schema","DocumentItem","class","getAuthor"
"","","","","ohos.data.search.schema","DocumentItem","class","getContent"
"","","","","ohos.data.search.schema","DocumentItem","class","getDocumentCategory"
"","","","","ohos.event.commonevent","MatchingSkills","class","unmarshalling"
"","","","","ohos.media.audio","AudioStreamInfo.ChannelMask","enum","valueOf"
"","","","","ohos.media.audio","AudioStreamInfo.ChannelMask","enum","values"
"","","","","ohos.media.audio","AudioStreamInfo.ChannelMask","enum","getValue"
"","","","","ohos.event.commonevent","MatchingSkills","class","addEvent"
"","","","","ohos.event.commonevent","MatchingSkills","class","addScheme"
"","","","","ohos.event.commonevent","MatchingSkills","class","marshalling"
"","","","","ohos.event.commonevent","MatchingSkills","class","setIntentParams"
"","","","","ohos.event.commonevent","MatchingSkills","class","addEntity"
"","","","","ohos.agp.render.render3d","Task.State","enum","values"
"","","","","ohos.agp.render.render3d","Task.State","enum","valueOf"
"","","","","ohos.bluetooth.ble","BleAdvertiseSettings.Builder","class","build"
"","","","","ohos.agp.utils","TextAlignment","class",""
"","","","","ohos.org.w3c.dom.ls","LSInput","interface","setPublicId"
"","","","","ohos.org.w3c.dom.ls","LSInput","interface","setEncoding"
"","","","","ohos.org.w3c.dom.ls","LSInput","interface","setSystemId"
"","","","","ohos.org.w3c.dom.ls","LSInput","interface","setStringData"
"","","","","ohos.org.w3c.dom.ls","LSInput","interface","setByteStream"
"","","","","ohos.org.w3c.dom.ls","LSInput","interface","setBaseURI"
"","","","","ohos.org.w3c.dom.ls","LSInput","interface","setCharacterStream"
"","","","","ohos.org.w3c.dom.ls","LSInput","interface","setCertifiedText"
"","","","","ohos.global.icu.text","TimeZoneFormat","class","freeze"
"","","","","ohos.global.icu.text","TimeZoneFormat","class","parse"
"","","","","ohos.global.icu.text","TimeZoneFormat","class","parse"
"","","","","ohos.global.icu.text","TimeZoneFormat","class","parse"
"","","","","ohos.data.distributed.file","DistLinkFile","class","createNewFile"
"","","","","ohos.global.icu.text","TimeZoneFormat","class","cloneAsThawed"
"","","","","ohos.global.icu.text","TimeZoneFormat","class","getInstance"
"","","","","ohos.global.icu.text","TimeZoneFormat","class","format"
"","","","","ohos.global.icu.text","TimeZoneFormat","class","format"
"","","","","ohos.global.icu.text","TimeZoneFormat","class","formatToCharacterIterator"
"","","","","ohos.data.rdb","RdbUtils","class","verifyPredicates"
"","","","","ohos.media.tubecore","AVTubeManager","class","getInstance"
"","","","","ohos.media.tubecore","AVTubeManager","class","createTubeSet"
"","","","","ohos.sysappcomponents.contact.entity","NickName","class","getNickName"
"","","","","ohos.sysappcomponents.contact.entity","NickName","class","setNickName"
"","","","","ohos.aafwk.ability","IAbilityConnection","interface","onAbilityConnectDone"
"","","","","ohos.aafwk.ability","IAbilityConnection","interface","onAbilityDisconnectDone"
"","","","","ohos.ai.cv.qrcode","IBarcodeDetector","interface","detect"
"","","","","ohos.security.permission","PermissionState","class",""
"","","","","ohos.data.rdb","RdbBusyException","class",""
"","","","","ohos.data.usage","CachePolicy","class","setCacheDeleteXattr"
"","","","","ohos.data.usage","CachePolicy","class","setCacheCleanXattr"
"","","","","ohos.data.usage","CachePolicy","class","removeCacheDeleteXattr"
"","","","","ohos.data.usage","CachePolicy","class","removeCacheCleanXattr"
"","","","","ohos.data.usage","CachePolicy","class","isCacheDeleteXattr"
"","","","","ohos.data.usage","CachePolicy","class","isCacheCleanXattr"
"","","","","ohos.data.distributed.common","KvStoreErrorCode","enum","values"
"","","","","ohos.data.distributed.common","KvStoreErrorCode","enum","valueOf"
"","","","","ohos.agp.graphics","Surface","class","unmarshalling"
"","","","","ohos.agp.graphics","Surface","class","syncCanvasDrawCalls"
"","","","","ohos.agp.graphics","Surface","class","showRawImage"
"","","","","ohos.agp.graphics","Surface","class","marshalling"
"","","","","ohos.agp.graphics","Surface","class","bindToTextureHolder"
"","","","","ohos.agp.graphics","Surface","class","acquireCanvas"
"","","","","ohos.agp.components","PageSliderIndicator","class","setPadding"
"","","","","ohos.agp.components","PageSliderIndicator","class","setPageSlider"
"","","","","ohos.agp.components","PageSliderIndicator","class","setItemSelectedElement"
"","","","","ohos.agp.components","PageSliderIndicator","class","setItemElement"
"","","","","ohos.agp.components","PageSliderIndicator","class","setItemNormalElement"
"","","","","ohos.agp.components","PageSliderIndicator","class","removePageChangedListener"
"","","","","ohos.agp.components","PageSliderIndicator","class","setHeight"
"","","","","ohos.wifi.p2p","WifiP2pNetworkInfo","class","marshalling"
"","","","","ohos.wifi.p2p","WifiP2pNetworkInfo","class","unmarshalling"
"","","","","ohos.agp.components","Checkbox","class","setTextColor"
"","","","","ohos.wifi.p2p","WifiP2pNetworkInfo","class","getConnState"
"","","","","ohos.agp.components","PageSliderIndicator","class","setWidth"
"","","","","ohos.agp.components","SlideDrawer.LayoutConfig","class",""
"","","","","ohos.agp.components","PageSliderIndicator","class","setSelected"
"","","","","ohos.agp.components","PageSliderIndicator","class","setViewPager"
"","","","","ohos.ai.cv.common","VisionImage","class","getPixelMap"
"","","","","ohos.ai.cv.common","VisionImage","class","fromPixelMap"
"","","","","ohos.agp.render.render3d.components","LightComponent.LightType","enum","values"
"","","","","ohos.agp.render.render3d.components","LightComponent.LightType","enum","valueOf"
"","","","","ohos.global.icu.text","UnicodeSet.SpanCondition","enum","values"
"","","","","ohos.global.icu.text","UnicodeSet.SpanCondition","enum","valueOf"
"","","","","ohos.rpc","RemoteObject","class","onRemoteRequest"
"","","","","ohos.data.distributed.common","KvStoreErrorCode","enum","getErrorMsg"
"","","","","ohos.agp.animation","Animator","class","release"
"","","","","ohos.agp.animation","Animator","class","getLoopedCount"
"","","","","ohos.agp.render.opengl","GLES1X","class","glLoadMatrixf"
"","","","","ohos.agp.render.opengl","GLES1X","class","glLoadMatrixx"
"","","","","ohos.agp.render.opengl","GLES1X","class","glLightxv"
"","","","","ohos.agp.render.opengl","GLES1X","class","glMaterialxv"
"","","","","ohos.agp.render.opengl","GLES1X","class","glMultMatrixf"
"","","","","ohos.agp.render.opengl","GLES1X","class","glMultMatrixx"
"","","","","ohos.agp.render.opengl","GLES1X","class","glTexCoordPointer"
"","","","","ohos.agp.render.opengl","GLES1X","class","glTexEnvxv"
"","","","","ohos.agp.render.opengl","GLES1X","class","glClearColor"
"","","","","ohos.agp.render.opengl","GLES1X","class","glDeleteBuffers"
"","","","","ohos.agp.render.opengl","GLES1X","class","glGenBuffers"
"","","","","ohos.agp.render.opengl","GLES1X","class","glFogxv"
"","","","","ohos.agp.render.opengl","GLES1X","class","glLightModelxv"
"","","","","ohos.global.icu.lang","UCharacter","class","getName"
"","","","","ohos.global.icu.lang","UCharacter","class","isLegal"
"","","","","ohos.global.icu.lang","UCharacter","class","toChars"
"","","","","ohos.global.icu.lang","UCharacter","class","offsetByCodePoints"
"","","","","ohos.global.icu.lang","UCharacter","class","toLowerCase"
"","","","","ohos.global.icu.lang","UCharacter","class","toLowerCase"
"","","","","ohos.global.icu.lang","UCharacter","class","toTitleCase"
"","","","","ohos.global.icu.lang","UCharacter","class","toLowerCase"
"","","","","ohos.global.icu.lang","UCharacter","class","toTitleCase"
"","","","","ohos.global.icu.lang","UCharacter","class","toTitleCase"
"","","","","ohos.global.icu.lang","UCharacter","class","toTitleCase"
"","","","","ohos.global.icu.lang","UCharacter","class","toTitleCase"
"","","","","ohos.event.notification","NotificationRequest.NotificationNormalContent","class","getTitle"
"","","","","ohos.event.notification","NotificationRequest.NotificationNormalContent","class","marshalling"
"","","","","ohos.event.notification","NotificationRequest.NotificationNormalContent","class","setAdditionalText"
"","","","","ohos.event.notification","NotificationRequest.NotificationNormalContent","class","setText"
